iter	TotalF1	MultiClass
0	0.9764639787	1.502272499
1	0.9758844053	1.247112829
2	0.975681313	1.069984481
3	0.9761356104	0.9325754725
4	0.9775265572	0.8227654875
5	0.9774052271	0.7342295944
6	0.9776432408	0.6580362369
7	0.9776745407	0.5934814029
8	0.977705964	0.5384610203
9	0.9777953329	0.4907769523
10	0.9775291917	0.4479873222
11	0.9777423727	0.4100144453
12	0.9775949993	0.3763291699
13	0.977858927	0.3463085819
14	0.9789917557	0.3187084159
15	0.9795193583	0.2943910214
16	0.9791209908	0.2726454292
17	0.9796454766	0.2525518264
18	0.9795835696	0.2348498733
19	0.97952767	0.2183186194
20	0.9796418406	0.2038998441
21	0.9798634979	0.1905786964
22	0.9797946674	0.1784526683
23	0.9799126229	0.1674167729
24	0.9798723812	0.1569824982
25	0.97981515	0.1479638763
26	0.9798199257	0.1395695387
27	0.979689142	0.1320959446
28	0.97964587	0.1247056952
29	0.9797133551	0.1183979371
30	0.9797657078	0.112138304
31	0.9798417718	0.1064361214
32	0.9798942468	0.1015843137
33	0.9798726069	0.09704518133
34	0.9798726069	0.09257484626
35	0.97992746	0.08874752498
36	0.9799515772	0.0851784415
37	0.9801340197	0.08161727963
38	0.9802444766	0.07860340201
39	0.9801833774	0.07560748626
40	0.9801833774	0.07279392859
41	0.9801938907	0.070469943
42	0.9801938907	0.06807210719
43	0.9802661036	0.06610851464
44	0.9804945904	0.06404653963
45	0.9806764972	0.06232815384
46	0.9860754033	0.05967345056
47	0.9860485157	0.0582022858
48	0.9863697527	0.05603179399
49	0.9867236522	0.0540368857
50	0.9868078849	0.05244022241
51	0.986810649	0.05088358228
52	0.9868542563	0.04938956179
53	0.9868206764	0.04804172136
54	0.9867175353	0.04675534258
55	0.9870374563	0.04567477886
56	0.9869641638	0.04465559802
57	0.9871320425	0.04369446967
58	0.9871754038	0.04298278797
59	0.9869394096	0.04214635311
60	0.9869602021	0.0414340629
61	0.9868747096	0.04070210454
62	0.9868808981	0.04007047107
63	0.9869257056	0.03946180724
64	0.9869797811	0.03894148478
65	0.986867936	0.03848910185
66	0.9869741123	0.0380875876
67	0.9867687852	0.03764789
68	0.9868953976	0.03726176463
69	0.986872274	0.03690021413
70	0.986929409	0.03662027513
71	0.9869350829	0.03637233297
72	0.9870757169	0.03601173446
73	0.9869474264	0.03562940099
74	0.9870684778	0.03541402112
75	0.9871375038	0.03510731256
76	0.9871956664	0.03489678159
77	0.9872489299	0.03468075627
78	0.9873693871	0.0344479288
